arm,stt,stratum,n_gold,n_retrieved@5,recall@5,precision@5,f1@5,ndcg@5,n_retrieved@12,recall@12,precision@12,f1@12,ndcg@12,n_retrieved@20,recall@20,precision@20,f1@20,ndcg@20,n_retrieved@all,recall@all,precision@all,f1@all,ndcg@all,r_precision,mrr,elapsed_s
dense_hyde,129,l41_only,1,5,0.0,0.0,0.0,0.0,7,1.0,0.14285714285714285,0.25,0.3562071871080222,7,1.0,0.14285714285714285,0.25,0.3562071871080222,7,1.0,0.14285714285714285,0.25,0.3562071871080222,0.0,0.16666666666666666,0.077
dense_hyde,131,l41_only,2,5,0.0,0.0,0.0,0.0,11,0.5,0.09090909090909091,0.15384615384615385,0.18457569677956817,11,0.5,0.09090909090909091,0.15384615384615385,0.18457569677956817,11,0.5,0.09090909090909091,0.15384615384615385,0.18457569677956817,0.0,0.1111111111111111,0.157
dense_hyde,132,mixed_l41_other,5,5,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.157
dense_hyde,133,l41_only,1,5,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.329
dense_hyde,138,l41_only,1,5,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.204
dense_hyde,143,no_l41,4,5,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.145
dense_hyde,147,l41_only,1,5,1.0,0.2,0.33333333333333337,0.43067655807339306,8,1.0,0.125,0.2222222222222222,0.43067655807339306,8,1.0,0.125,0.2222222222222222,0.43067655807339306,8,1.0,0.125,0.2222222222222222,0.43067655807339306,0.0,0.25,0.128
dense_hyde,151,l41_only,1,5,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.105
dense_hyde,153,l41_only,1,5,0.0,0.0,0.0,0.0,12,1.0,0.08333333333333333,0.15384615384615385,0.27023815442731974,12,1.0,0.08333333333333333,0.15384615384615385,0.27023815442731974,12,1.0,0.08333333333333333,0.15384615384615385,0.27023815442731974,0.0,0.08333333333333333,0.07
dense_hyde,164,l41_only,1,5,1.0,0.2,0.33333333333333337,0.43067655807339306,8,1.0,0.125,0.2222222222222222,0.43067655807339306,8,1.0,0.125,0.2222222222222222,0.43067655807339306,8,1.0,0.125,0.2222222222222222,0.43067655807339306,0.0,0.25,0.063
